"method","target","year","rmse","runtime_sec"
"P_XGBoost",52,2018,4.02066497854093,1.74000000000001
"P_XGBoost",54,2018,6.37110984649602,1.69999999999999
"P_XGBoost",55,2018,3.29386133747739,1.70000000000002
"P_XGBoost",56,2018,3.39820563881729,1.83000000000001
"P_XGBoost",57,2018,3.68960065590339,1.75999999999999
"P_XGBoost",58,2018,6.87607399045739,1.71000000000001
"P_XGBoost",59,2018,6.32481287888637,1.72
"P_XGBoost",60,2018,4.6662581861212,1.72
"P_XGBoost",62,2018,4.95356317323809,1.70999999999998
"P_XGBoost",63,2018,3.80550309075839,1.69999999999999
"P_XGBoost",64,2018,6.5676241233975,1.68000000000001
"P_XGBoost",65,2018,5.75972667290993,1.75
"P_XGBoost",66,2018,3.95449944303386,1.82999999999998
